Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
EMEY,iShares MSCI Emerging Markets Energy Sector Capped Index Fund,G,N,N,100
EMFN,iShares MSCI Emerging Markets Financials Sector Index Fund,G,N,N,100
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,G,N,N,100
EMITF,Elbit Imaging Ltd. - Ordinary Shares,Q,N,N,100
EMKR,EMCORE Corporation - Common Stock,G,N,N,100
EML,Eastern Company (The) - Common Stock,G,N,N,100
EMMS,Emmis Communications Corporation - Class A Common Stock,Q,N,N,100
EMMSP,Emmis Communications Corporation - 6.25% Series A Cumulative Convertible Preferred Stock,Q,N,N,100
EMMT,iShares MSCI Emerging Markets Materials Sector Index Fund,G,N,N,100
ENDP,Endo Health Solutions Inc. - Common Stock,Q,N,N,100
ENG,ENGlobal Corporation - Common Stock,S,N,N,100
ENMD,"EntreMed, Inc. - Common Stock",S,N,N,100
ENOC,"EnerNOC, Inc. - Common Stock",Q,N,N,100
ENPH,"Enphase Energy, Inc. - Common Stock",G,N,N,100
ENSG,"The Ensign Group, Inc. - Common Stock",Q,N,N,100
ENT,Global Eagle Entertainment Inc. - Common Stock,S,N,N,100
ENTA,"Enanta Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
ENTG,"Entegris, Inc. - Common Stock",Q,N,N,100
ENTR,"Entropic Communications, Inc. - Common Stock",Q,N,N,100
ENVI,"Envivio, Inc. - Common Stock",Q,N,N,100
ENZN,"Enzon Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
ENZY,Enzymotec Ltd. - Ordinary Shares,Q,N,N,100
EONC,eOn Communications Corporation - Common Stock,S,N,N,100
EOPN,"E2open, Inc. - Common Stock",G,N,N,100
EPAX,"Ambassadors Group, Inc. - Common Stock",Q,N,N,100
EPAY,"Bottomline Technologies, Inc. - Common Stock",Q,N,N,100
EPIQ,"EPIQ Systems, Inc. - Common Stock",Q,N,N,100
EPZM,"Epizyme, Inc. - Common Stock",G,N,N,100
EQIX,"Equinix, Inc. - Common Stock",Q,N,N,100
ERIC,Ericsson - ADS each representing 1 underlying Class B share,Q,N,N,100
ERIE,Erie Indemnity Company - Class A Common Stock,Q,N,N,100
ERII,"Energy Recovery, Inc. - Common Stock",Q,N,N,100
EROC,"Eagle Rock Energy Partners, L.P. - Common Units Representing Limited Partner Interests",Q,N,N,100
ERS,"Empire Resources, Inc. - Common Stock",S,N,N,100
ERW,VelocityShares Equal Risk Weighted Large Cap ETF,G,N,N,100
ESBF,ESB Financial Corporation - Common Stock,Q,N,N,100
ESBK,Elmira Savings Bank NY (The) - Common Stock,S,N,N,100
ESCA,"Escalade, Incorporated - Common Stock",G,N,N,100
ESEA,Euroseas Ltd. - Common Stock,Q,N,N,100
ESGR,Enstar Group Limited - Ordinary Shares,Q,N,N,100
ESIO,"Electro Scientific Industries, Inc. - Common Stock",Q,N,N,100
ESLT,Elbit Systems Ltd. - Ordinary Shares,Q,N,N,100
ESMC,Escalon Medical Corp. - Common Stock,S,N,N,100
ESPR,"Esperion Therapeutics, Inc. - Common Stock",G,N,N,100
ESRX,Express Scripts Holding Company - Common Stock,Q,N,N,100
ESSA,"ESSA Bancorp, Inc. - common stock",Q,N,N,100
ESSX,Essex Rental Corporation - Common Stock,S,N,N,100
ESXB,Community Bankers Trust Corporation. - Common Stock,S,N,N,100
ESYS,Elecsys Corporation - Common Stock,S,N,N,100
ETFC,E*TRADE Financial Corporation - Common Stock,Q,N,N,100
ETRM,EnteroMedics Inc. - Common Stock,S,N,N,100
EUFN,iShares MSCI Europe Financials Sector Index Fund,G,N,N,100
EVAC,Edwards Group Limited - American Depository Shares,Q,N,D,100
EVAL,iShares MSCI Emerging Markets Value Index Fund,G,N,N,100
EVBS,"Eastern Virginia Bankshares, Inc. - Common Stock",Q,N,N,100
EVEP,"EV Energy Partners, L.P. - common units representing limited partnership interest",Q,N,N,100
EVOK,"Evoke Pharma, Inc. - Common Stock",S,N,N,100
EVOL,"Evolving Systems, Inc. - Common Stock",S,N,N,100
EVRY,"EveryWare Global, Inc. - Common Stock",G,N,N,100
EWBC,"East West Bancorp, Inc. - Common Stock",Q,N,N,100
EXA,Exa Corporation - Common Stock,G,N,N,100
EXAC,"Exactech, Inc. - Common Stock",Q,N,N,100
EXAS,Exact Sciences Corporation - Common Stock,S,N,N,100
EXEL,"Exelixis, Inc. - Common Stock",Q,N,N,100
EXFO,EXFO Inc - Subordinate Voting Shares,Q,N,N,100
EXLP,"Exterran Partners, L.P. - Common Units representing Limited Partner Interests",Q,N,N,100
EXLS,"ExlService Holdings, Inc. - Common Stock",Q,N,N,100
EXPD,"Expeditors International of Washington, Inc. - Common Stock",Q,N,N,100
EXPE,"Expedia, Inc. - Common Stock",Q,N,N,100
EXPO,"Exponent, Inc. - Common Stock",Q,N,N,100
EXTR,"Extreme Networks, Inc. - Common Stock",Q,N,N,100
EXXI,Energy XXI (Bermuda) Limited - Common Stock,Q,N,N,100
EZCH,EZchip Semiconductor Limited - Ordinary Shares,Q,N,N,100
EZPW,"EZCORP, Inc. - Class A Non-Voting Common Stock",Q,N,N,100
FALC,"FalconStor Software, Inc. - Common Stock",G,N,N,100
FANG,"Diamondback Energy, Inc. - Commmon Stock",Q,N,N,100
FARM,Farmer Brothers Company - Common Stock,G,N,N,100
FARO,"FARO Technologies, Inc. - Common Stock",Q,N,N,100
FAST,Fastenal Company - Common Stock,Q,N,N,100
FATE,"Fate Therapeutics, Inc. - Common Stock",G,N,N,100
FB,"Facebook, Inc. - Class A Common Stock",Q,N,N,100
FBIZ,"First Business Financial Services, Inc. - Common Stock",G,N,N,100
FBMI,Firstbank Corporation - Common Stock,Q,N,N,100
FBMS,"The First Bancshares, Inc. - Common Stock",G,N,N,100
FBNC,First Bancorp - Common Stock,Q,N,N,100
FBNK,"First Connecticut Bancorp, Inc. - Common Stock",Q,N,N,100
FBRC,FBR & Co - Common Stock,Q,N,N,100
FBSS,"Fauquier Bankshares, Inc. - Common Stock",S,N,N,100
FCAP,"First Capital, Inc. - Common Stock",S,N,N,100
FCBC,"First Community Bancshares, Inc. - Common Stock",Q,N,N,100
FCCO,First Community Corporation - Common Stock,S,N,N,100
FCCY,1st Constitution Bancorp (NJ) - Common Stock,G,N,N,100
FCEL,"FuelCell Energy, Inc. - Common Stock",G,N,N,100
FCFS,"First Cash Financial Services, Inc. - Common Stock",Q,N,D,100
FCHI,iShares FTSE China (HK Listed) Index Fund,G,N,N,100
FCLF,First Clover Leaf Financial Corp. - Common Stock,S,N,N,100
FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",Q,N,N,100
FCS,"Fairchild Semiconductor International, Inc. - Common Stock",Q,N,N,100
FCTY,"1st Century Bancshares, Inc - Common Stock",S,N,N,100
FCVA,"First Capital Bancorp, Inc. (VA) - Common Stock",S,N,N,100
FCZA,First Citizens Banc Corp. - Common Stock,S,N,N,100
FDEF,First Defiance Financial Corp. - Common Stock,Q,N,N,100
FDML,Federal-Mogul Corporation - Class A Common Stock,Q,N,N,100
FDUS,Fidus Investment Corporation - Common Stock,Q,N,N,100
FEFN,iShares MSCI Far East Financials Sector Index Fund,G,N,N,100
FEIC,FEI Company - Common Stock,Q,N,N,100
FEIM,"Frequency Electronics, Inc. - Common Stock",G,N,N,100
FELE,"Franklin Electric Co., Inc. - Common Stock",Q,N,N,100
FES,Forbes Energy Services Ltd - Ordinary shares (Bermuda),G,N,N,100
FEYE,"FireEye, Inc. - Common Stock",Q,N,N,100
FFBC,First Financial Bancorp. - Common Stock,Q,N,N,100
FFBCW,First Financial Bancorp. - Warrant 12/23/2018,Q,N,N,100
FFBH,"First Federal Bancshares of Arkansas, Inc. - Common Stock",G,N,N,100
FFCO,FedFirst Financial Corporation - Common Stock,S,N,N,100
FFHL,"Fuwei Films (Holdings) Co., Ltd. - ORDINARY SHARES",G,N,N,100
FFIC,Flushing Financial Corporation - Common Stock,Q,N,N,100
FFIN,"First Financial Bankshares, Inc. - Common Stock",Q,N,N,100
FFIV,"F5 Networks, Inc. - Common Stock",Q,N,N,100
FFKT,Farmers Capital Bank Corporation - Common Stock,Q,N,N,100
FFKY,First Financial Service Corporation - Common Stock,G,N,N,100
FFNM,"First Federal of Northern Michigan Bancorp, Inc. - Common Stock",S,N,N,100
FFNW,"First Financial Northwest, Inc. - Common Stock",Q,N,N,100
FHCO,Female Health Company (The) - Common Stock,S,N,D,100
FIBK,"First Interstate BancSystem, Inc. - Class A Common Stock",Q,N,N,100
FINL,"The Finish Line, Inc. - Class A Common Stock",Q,N,N,100
FISH,"Marlin Midstream Partners, LP - Common Units representing Limited Partner Interests.",G,N,N,100
FISI,"Financial Institutions, Inc. - Common Stock",Q,N,N,100
FISV,"Fiserv, Inc. - Common Stock",Q,N,N,100
FITB,Fifth Third Bancorp - Common Stock,Q,N,N,100
FIVE,"Five Below, Inc. - Common Stock",Q,N,N,100
FIZZ,National Beverage Corp. - Common Stock,Q,N,N,100
FLDM,Fluidigm Corporation - Common Stock,Q,N,N,100
FLEX,Flextronics International Ltd. - Ordinary Shares,Q,N,N,100
FLIC,The First of Long Island Corporation - Common Stock,S,N,N,100
FLIR,"FLIR Systems, Inc. - Common Stock",Q,N,N,100
FLL,"Full House Resorts, Inc. - Common Stock",S,N,N,100
FLML,Flamel Technologies S.A. - American Depositary Shares each representing one Ordinary Share,G,N,N,100
FLOW,Flow International Corporation - Common Stock,Q,N,N,100
FLWS,"1-800 FLOWERS.COM, Inc. - Class A Common Stock",Q,N,N,100
FLXS,"Flexsteel Industries, Inc. - Common Stock",Q,N,N,100
FMBI,"First Midwest Bancorp, Inc. - Common Stock",Q,N,N,100
FMER,FirstMerit Corporation - Common Stock,Q,N,N,100
FMI,"Foundation Medicine, Inc. - Common Stock",Q,N,N,100
FMNB,Farmers National Banc Corp. - Common Stock,S,N,N,100
FNFG,First Niagara Financial Group Inc. - Common Stock,Q,N,N,100
FNGN,"Financial Engines, Inc. - Common Stock",Q,N,N,100
FNHC,Federated National Holding Company - Common Stock,G,N,N,100
FNLC,"First Bancorp, Inc (ME) - Common Stock",Q,N,N,100
FNRG,ForceField Energy Inc. - Common Stock,S,N,N,100
FNSR,Finisar Corporation - Common Stock,Q,N,N,100
FOLD,"Amicus Therapeutics, Inc. - Common Stock",G,N,N,100
FONE,First Trust NASDAQ CEA Smartphone Index Fund,G,N,N,100
FONR,Fonar Corporation - Common Stock,S,N,N,100
FORD,"Forward Industries, Inc. - Common Stock",S,N,N,100
FORM,"FormFactor, Inc. - Common Stock",Q,N,N,100
FORR,"Forrester Research, Inc. - Common Stock",Q,N,N,100
FORTY,Formula Systems (1985) Ltd. - ADS represents 1 ordinary shares,Q,N,N,100
FOSL,"Fossil Group, Inc. - Common Stock",Q,N,N,100
FOX,"Twenty-First Century Fox, Inc. - Class B Common Stock",Q,N,N,100
FOXA,"Twenty-First Century Fox, Inc. - Class A Common Stock",Q,N,N,100
FOXF,Fox Factory Holding Corp. - Common Stock,Q,N,N,100
FPRX,"Five Prime Therapeutics, Inc. - Common Stock",G,N,N,100
FRAN,Francesca's Holdings Corporation - Common Stock,Q,N,N,100
FRBK,"Republic First Bancorp, Inc. - Common Stock",G,N,N,100
FRED,"Fred's, Inc. - Common Stock",Q,N,N,100
FREE,FreeSeas Inc. - Common Stock,S,N,D,100
FRGI,"Fiesta Restaurant Group, Inc. - Common Stock",Q,N,N,100
FRME,First Merchants Corporation - Common Stock,Q,N,N,100
FRNK,Franklin Financial Corporation - Common Stock,Q,N,N,100
FRP,"FairPoint Communications, Inc. - Common Stock",S,N,N,100
FSBK,First South Bancorp Inc - Common Stock,Q,N,N,100
FSBW,"FS Bancorp, Inc. - Common Stock",S,N,N,100
FSC,Fifth Street Finance Corp. - Common Stock,Q,N,N,100
FSCFL,Fifth Street Finance Corp. - 6.125% senior notes due 2028,Q,N,N,100
FSFG,"First Savings Financial Group, Inc. - Common Stock",S,N,N,100
FSFR,Fifth Street Senior Floating Rate Corp. - Common Stock,Q,N,N,100
FSGI,"First Security Group, Inc. - Common Stock",S,N,N,100
FSLR,"First Solar, Inc. - Common Stock",Q,N,N,100
FSRV,FirstService Corporation - Subordinate Voting Shares,Q,N,N,100
FSTR,L.B. Foster Company - Common Stock,Q,N,N,100
FSYS,"Fuel Systems Solutions, Inc. - Common Stock",Q,N,N,100
FTCS,First Trust Capital Strength ETF,G,N,N,100
FTD,"FTD Companies, Inc. - Common Stock",Q,N,N,100
FTEK,"Fuel Tech, Inc. - Common Stock",Q,N,N,100
FTGC,First Trust Global Tactical Commodity Strategy Fund,G,N,N,100
FTNT,"Fortinet, Inc. - Common Stock",Q,N,N,100
FTR,Frontier Communications Corporation - Common Stock,Q,N,N,100
FTSL,First Trust Senior Loan Fund ETF,G,N,N,100
FUBC,"1st United Bancorp, Inc. (FL) - Common Stock",Q,N,N,100
FUEL,Rocket Fuel Inc. - Common Stock,Q,N,N,100
FULL,Full Circle Capital Corporation - Common Stock,G,N,N,100
FULLL,Full Circle Capital Corporation - 8.25% Notes due 2020,G,N,N,100
FULT,Fulton Financial Corporation - Common Stock,Q,N,N,100
FUNC,First United Corporation - Common Stock,Q,N,N,100
FUND,"Royce Focus Trust, Inc. - Closed End Fund",Q,N,N,100
FURX,"Furiex Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
FWLT,Foster Wheeler AG. - Common Stock,Q,N,N,100
FWM,Fairway Group Holdings Corp. - Class A Common Stock,G,N,N,100
FWRD,Forward Air Corporation - Common Stock,Q,N,N,100
FXCB,"Fox Chase Bancorp, Inc. - Common Stock",Q,N,N,100
FXEN,"FX Energy, Inc. - Common Stock",Q,N,N,100
GABC,"German American Bancorp, Inc. - Common Stock",Q,N,N,100
GAGA,Le Gaga Holdings Limited - American Depositary Shares,Q,N,N,100
GAI,Global-Tech Advanced Innovations Inc. - Common Stock,G,N,N,100
GAIA,"Gaiam, Inc. - Class A Common Stock",G,N,N,100
GAIN,Gladstone Investment Corporation - Business Development Company,Q,N,N,100
GAINP,Gladstone Investment Corporation - 7.125% Series A Term Preferred Stock,Q,N,N,100
GALE,"Galena Biopharma, Inc. - Common Stock",S,N,N,100
GALT,Galectin Therapeutics Inc. - Common Stock,S,N,N,100
GALTU,Galectin Therapeutics Inc. - Units,S,N,N,100
GALTW,Galectin Therapeutics Inc. - Warrants,S,N,N,100
GAME,Shanda Games Limited - American Depositary Shares representing 2 Class A Ordinary Shares,Q,N,N,100
GARS,Garrison Capital Inc. - Common Stock,Q,N,N,100
GASS,"StealthGas, Inc. - common stock",Q,N,N,100
GBCI,"Glacier Bancorp, Inc. - Common Stock",Q,N,N,100
GBDC,"Golub Capital BDC, Inc. - Common Stock",Q,N,N,100
GBLI,Global Indemnity plc - Class A Common Shares,Q,N,N,100
GBNK,Guaranty Bancorp - Common Stock,Q,N,N,100
GCBC,"Greene County Bancorp, Inc. - Common Stock",S,N,N,100
GCOM,Globecomm Systems Inc. - Common Stock,Q,N,N,100
GCVRZ,Sanofi - Contingent Value Right (Expiring 12/31/2020),G,N,N,100
GDEF,"Global Defense & National Security Systems, Inc. - Common Stock",S,N,N,100
GENC,Gencor Industries Inc. - Common Stock,G,N,N,100
GENE,Genetic Technologies Ltd - American Depositary Shares representing 30 ordinary shares,S,N,N,100
GENT,Gentium SpA - ADS represents ordinary shares,G,N,N,100
GEOS,Geospace Technologies Corporation - Common Stock,Q,N,N,100
GERN,Geron Corporation - Common Stock,Q,N,N,100
GEVA,Synageva BioPharma Corp. - Common Stock,Q,N,N,100
GEVO,"Gevo, Inc. - Common Stock",G,N,N,100
GFED,"Guaranty Federal Bancshares, Inc. - Common Stock",G,N,N,100
GFN,General Finance Corporation - Common Stock,G,N,N,100
GFNCP,General Finance Corporation - Cumulative Redeemable Perpetual Preferred Series C,G,N,N,100
GGAL,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",S,N,N,100
GHDX,"Genomic Health, Inc. - Common Stock",Q,N,N,100
GIFI,"Gulf Island Fabrication, Inc. - Common Stock",Q,N,N,100
GIGA,Giga-tronics Incorporated - Common Stock,S,N,N,100
GIGM,GigaMedia Limited - Ordinary Shares,Q,N,N,100
GIII,"G-III Apparel Group, LTD. - Common Stock",Q,N,N,100
GILD,"Gilead Sciences, Inc. - Common Stock",Q,N,N,100
GILT,Gilat Satellite Networks Ltd. - Ordinary Shares,Q,N,N,100
GIVN,Given Imaging Ltd. - Ordinary Shares,Q,N,N,100
GK,"G&K Services, Inc. - Class A Common Stock",Q,N,N,100
GKNT,"Geeknet, Inc. - Common Stock",G,N,N,100
GLAD,Gladstone Capital Corporation - Business Development Company,Q,N,N,100
GLADP,"Gladstone Capital Corporation - Term Preferred Shares, 7.125% Series 2016",Q,N,N,100
GLBS,Globus Maritime Limited - Common Stock,G,N,N,100
GLBZ,Glen Burnie Bancorp - Common Stock,S,N,N,100
GLCB,WisdomTree Global Corporate Bond Fund,G,N,N,100
GLCH,"Gleacher & Company, Inc. - Common Stock",Q,N,N,100
GLDC,"Golden Enterprises, Inc. - Common Stock",G,N,N,100
GLDD,Great Lakes Dredge & Dock Corporation - Common Stock,Q,N,N,100
GLDI,Credit Suisse AG - Credit Suisse Gold Shares Covered Call Exchange Traded Notes,G,N,N,100
GLNG,Golar LNG Limited - Common Shares,Q,N,N,100
GLPIV,"Gaming and Leisure Properties, Inc. - Common Stock",Q,N,N,100
GLPW,Global Power Equipment Group Inc - Common Stock,Q,N,N,100
GLRE,"Greenlight Reinsurance, Ltd. - Class A Ordinary Shares",Q,N,N,100
GLUU,Glu Mobile Inc. - Common Stock,Q,N,N,100
GMAN,"Gordmans Stores, Inc. - Common Stock",Q,N,N,100
GMCR,"Green Mountain Coffee Roasters, Inc. - Common Stock",Q,N,N,100
GMETP,"GeoMet, Inc. - Series A Convertible Redeemable Preferred Stock",S,N,N,100
GMLP,Golar LNG Partners LP - Common Units Representing Limited Partnership,Q,N,N,100
GNCMA,"General Communication, Inc. - Class A Common Stock",Q,N,N,100
GNMA,iShares Barclays GNMA Bond Fund,G,N,N,100
GNMK,"GenMark Diagnostics, Inc. - Common Stock",G,N,N,100
GNTX,Gentex Corporation - Common Stock,Q,N,N,100
GNVC,"GenVec, Inc. - Common Stock",S,N,N,100
GOGO,Gogo Inc. - Common Stock,Q,N,N,100
GOLD,Randgold Resources Limited - American Depositary Shares each represented by one Ordinary Share,Q,N,N,100
GOOD,Gladstone Commercial Corporation - Real Estate Investment Trust,Q,N,N,100
GOODN,Gladstone Commercial Corporation - 7.125% Series C Cumulative Term Preferred Stock,Q,N,N,100
GOODO,Gladstone Commercial Corporation - 7.50% Series B Cumulative Redeemable Preferred Stock,Q,N,N,100
GOODP,Gladstone Commercial Corporation - 7.75% Series A Cumulative Redeemable Preferred Stock,Q,N,N,100
GOOG,Google Inc. - Class A Common Stock,Q,N,N,100
GPIC,Gaming Partners International Corporation - Common Stock,G,N,N,100
GPOR,Gulfport Energy Corporation - Common Stock,Q,N,N,100
GPRC,Guanwei Recycling Corp. - Common Stock,S,N,N,100
GPRE,"Green Plains Renewable Energy, Inc. - Common Stock",Q,N,N,100
GRFS,"Grifols, S.A. - American Depositary Shares",Q,N,N,100
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,G,N,N,100
GRIF,"Griffin Land & Nurseries, Inc. - Common Stock",G,N,N,100
GRMN,Garmin Ltd. - Common Stock,Q,N,N,100
GROW,"U.S. Global Investors, Inc. - Class A Common Stock",S,N,N,100
GRPN,"Groupon, Inc. - Class A Common Stock",Q,N,N,100
GRVY,"GRAVITY Co., Ltd. - American depositary shares, each representing one-fourth of a share of common stock",G,N,N,100
GSBC,"Great Southern Bancorp, Inc. - Common Stock",Q,N,N,100
GSIG,"GSI Group, Inc. - Common Stock",Q,N,N,100
GSIT,"GSI Technology, Inc. - Common Stock",Q,N,N,100
GSJK,"Compressco Partners, L.P. - common units",Q,N,N,100
GSM,Globe Specialty Metals Inc. - Common Stock,Q,N,N,100
GSOL,Global Sources Ltd. - Common Stock,Q,N,N,100
GSVC,GSV Capital Corp - Common Stock,S,N,N,100
GT,The Goodyear Tire & Rubber Company - Common Stock,Q,N,N,100
GTAT,"GT Advanced Technologies, Inc. - Common Stock",Q,N,N,100
GTIM,Good Times Restaurants Inc. - Common Stock,S,N,N,100
GTIV,"Gentiva Health Services, Inc. - Common Stock",Q,N,N,100
GTLS,"Chart Industries, Inc. - Common Stock",Q,N,N,100
GTPPP,The Goodyear Tire & Rubber Company - Convertible Preferred Stock,Q,N,N,100
GTWN,"Georgetown Bancorp, Inc. - Common Stock",S,N,N,100
GTXI,"GTx, Inc. - Common Stock",G,N,N,100
GUID,"Guidance Software, Inc. - Common Stock",G,N,N,100
GULF,WisdomTree Middle East Dividend Fund,G,N,N,100
GURE,"Gulf Resources, Inc. - Common Stock",Q,N,N,100
GWPH,GW Pharmaceuticals Plc - American Depositary Shares,G,N,N,100
GYRO,"Gyrodyne Company of America, Inc. - Common Stock",S,N,N,100
HA,"Hawaiian Holdings, Inc. - Common Stock",Q,N,N,100
HAFC,Hanmi Financial Corporation - Common Stock,Q,N,N,100
HAIN,"The Hain Celestial Group, Inc. - Common Stock",Q,N,N,100
HALL,"Hallmark Financial Services, Inc. - Common Stock",G,N,N,100
HALO,"Halozyme Therapeutics, Inc. - Common Stock",Q,N,N,100
HARTV,"Harvard Apparatus Regenerative Technology, Inc. - Common Stock When Issued",S,N,N,100
HAS,"Hasbro, Inc. - Common Stock",Q,N,N,100
HAST,"Hastings Entertainment, Inc. - Common Stock",S,N,N,100
HAUP,"Hauppauge Digital, Inc. - Common Stock",S,N,D,100
HAWK,"Blackhawk Network Holdings, Inc. - Class A Common Stock",Q,N,N,100
HAYN,"Haynes International, Inc. - Common Stock",Q,N,N,100
HBAN,Huntington Bancshares Incorporated - Common Stock,Q,N,N,100
HBANP,Huntington Bancshares Incorporated - Non Cumulative Perp Conv Pfd Ser A,Q,N,N,10
HBCP,"Home Bancorp, Inc. - Common Stock",Q,N,N,100
HBHC,Hancock Holding Company - Common Stock,Q,N,N,100
HBIO,"Harvard Bioscience, Inc. - Common Stock",G,N,N,100
HBIOV,"Harvard Bioscience, Inc. - Common Stock Ex-Distribution When Issued",G,N,N,100
HBK,"Hamilton Bancorp, Inc. - Common Stock",S,N,N,100
HBMD,"Howard Bancorp, Inc. - Common Stock",S,N,N,100
HBNC,Horizon Bancorp (IN) - Common Stock,G,N,N,100
HBNK,"Hampden Bancorp, Inc. - common stock",G,N,N,100
HBOS,Heritage Financial Group - Common Stock,G,N,N,100
HCAP,Harvest Capital Credit Corporation - Common Stock,S,N,N,100
HCBK,"Hudson City Bancorp, Inc. - Common Stock",Q,N,N,100
HCCI,"Heritage-Crystal Clean, Inc. - Common Stock",G,N,N,100
HCIIP,"HCI Group, Inc. - 7% Series A Cumulative Redeemable Preferred Stock",S,N,N,100
HCKT,"The Hackett Group, Inc. - Common Stock",G,N,N,100
HCOM,"Hawaiian Telcom Holdco, Inc. - Common Stock",Q,N,N,100
HCSG,"Healthcare Services Group, Inc. - Common Stock",Q,N,N,100
HDNG,"Hardinge, Inc. - Common Stock",Q,N,N,100
HDS,"HD Supply Holdings, Inc. - Common Stock",Q,N,N,100
HDSN,"Hudson Technologies, Inc. - Common Stock",S,N,N,100
HEES,"H&E Equipment Services, Inc. - Common Stock",Q,N,N,100
HELE,Helen of Troy Limited - Common Stock,Q,N,N,100
HEOP,Heritage Oaks Bancorp - Common Stock,S,N,N,100
HERO,"Hercules Offshore, Inc. - Common Stock",Q,N,N,100
HFBC,"HopFed Bancorp, Inc. - Common Stock",G,N,N,100
HFBL,"Home Federal Bancorp, Inc. of Louisiana - Common Stock",S,N,N,100
HFFC,HF Financial Corp. - Common Stock,G,N,N,100
HFWA,Heritage Financial Corporation - Common Stock,Q,N,N,100
HGSH,"China HGS Real Estate, Inc. - Common Stock",S,N,N,100
HIBB,"Hibbett Sports, Inc. - Common Stock",Q,N,N,100
HIFS,Hingham Institution for Savings - Common Stock,G,N,N,100
HIHO,Highway Holdings Limited - Common Stock,S,N,N,100
HIIQ,"Health Insurance Innovations, Inc. - Class A Common Stock",G,N,N,100
HILL,Dot Hill Systems Corporation - Common Stock,G,N,N,100
HIMX,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",Q,N,N,100
HITK,"Hi-Tech Pharmacal Co., Inc. - Common Stock",Q,N,N,100
HITT,Hittite Microwave Corporation - common stock,Q,N,N,100
HKTV,"Hong Kong Television Network Limited - American Depositary Shares, each representing 20 Ordinary Shares",Q,N,N,100
HLIT,Harmonic Inc. - Common Stock,Q,N,N,100
HLSS,"Home Loan Servicing Solutions, Ltd. - Ordinary Shares",Q,N,N,100
HMIN,"Home Inns & Hotels Management Inc. - American Depositary Shares, each representing two ordinary shares",Q,N,N,100
HMNF,"HMN Financial, Inc. - Common Stock",G,N,N,100
HMNY,Helios and Matheson Analytics Inc - Common Stock,S,N,N,100
HMPR,Hampton Roads Bankshares Inc - Common Stock,Q,N,N,100
HMST,"HomeStreet, Inc. - Common Stock",Q,N,N,100
HMSY,HMS Holdings Corp - Common Stock,Q,N,N,100
HMTV,"Hemisphere Media Group, Inc. - Class A Common Stock",G,N,N,100
HNH,Handy & Harman Ltd. - Common Stock,S,N,N,100
HNRG,Hallador Energy Company - Common Stock,S,N,N,100
HNSN,"Hansen Medical, Inc. - Common Stock",G,N,N,100
HOFT,Hooker Furniture Corporation - Common Stock,Q,N,N,100
HOLI,"Hollysys Automation Technologies, Ltd. - Common Stock",Q,N,N,100
HOLL,Hollywood Media Corp. - Common Stock,G,N,N,100
HOLX,"Hologic, Inc. - Common Stock",Q,N,N,100
HOMB,"Home BancShares, Inc. - common stock",Q,N,N,100
HOME,"Home Federal Bancorp, Inc. - Common Stock",Q,N,N,100
HOTR,"Chanticleer Holdings, Inc. - Common Stock",S,N,N,100
HOTRW,"Chanticleer Holdings, Inc. - Warrants",S,N,N,100
HOVNP,Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock,G,N,N,100
HPAC,Hyde Park Acquisition Corp. II - Common Stock,S,N,N,100
HPCCP,"Huntington Preferred Capital, Inc. - Class C Preferred Stock",G,N,N,100
HPJ,Hong Kong Highpower Technology - Common Stock,G,N,N,100
HPOL,"Harris Interactive, Inc. - Common Stock",Q,N,N,100
HPTX,"Hyperion Therapeutics, Inc. - Common Stock",G,N,N,100
HRZN,Horizon Technology Finance Corporation - Common Stock,Q,N,N,100
HSIC,"Henry Schein, Inc. - Common Stock",Q,N,N,100
HSII,"Heidrick & Struggles International, Inc. - Common Stock",Q,N,N,100
HSKA,Heska Corporation - Common Stock,S,N,N,100
HSNI,"HSN, Inc. - Common Stock",Q,N,N,100
HSOL,"Hanwha SolarOne Co., Ltd. - American Depository Shares, each representing five ordinary shares",Q,N,N,100
HSON,"Hudson Global, Inc. - Common Stock",Q,N,N,100
HSTM,"HealthStream, Inc. - Common Stock",Q,N,N,100
HTBI,"HomeTrust Bancshares, Inc. - Common Stock",Q,N,N,100
HTBK,Heritage Commerce Corp - Common Stock,Q,N,N,100
HTBX,"Heat Biologics, Inc. - Common Stock",S,N,N,100
HTCH,Hutchinson Technology Incorporated - Common Stock,Q,N,N,100
HTCO,Hickory Tech Corporation - Common Stock,Q,N,N,100
HTHT,"China Lodging Group, Limited - American Depositary Shares, each representing four Ordinary Shares",Q,N,N,100
HTLD,"Heartland Express, Inc. - Common Stock",Q,N,N,100
HTLF,"Heartland Financial USA, Inc. - Common Stock",Q,N,N,100
HTWO,HF2 Financial Management Inc. - Class A Common Stock,S,N,N,100
HTWR,"Heartware International, Inc. - Common Stock",Q,N,N,100
